screen_id,campaign_id,date,booked_impressions,delivered_impressions,delivery_rate,status,impression_diff
SCR_030,CAMP_C,2024-01-08,6000,5531,0.9218333333333333,ON TRACK,-469
SCR_050,CAMP_C,2024-01-08,5000,5162,1.0324,ON TRACK,162
SCR_027,CAMP_C,2024-01-08,3000,2953,0.9843333333333333,ON TRACK,-47
SCR_008,CAMP_C,2024-01-08,6000,5758,0.9596666666666667,ON TRACK,-242
SCR_023,CAMP_C,2024-01-08,6000,5627,0.9378333333333333,ON TRACK,-373
SCR_014,CAMP_C,2024-01-08,4000,3871,0.96775,ON TRACK,-129
SCR_047,CAMP_C,2024-01-08,4000,2941,0.73525,UNDER-DELIVERY,-1059
SCR_016,CAMP_D,2024-01-08,6000,5901,0.9835,ON TRACK,-99
SCR_042,CAMP_D,2024-01-08,5000,4666,0.9332,ON TRACK,-334
SCR_019,CAMP_D,2024-01-08,5000,4569,0.9138,ON TRACK,-431
SCR_032,CAMP_D,2024-01-08,5000,4383,0.8766,UNDER-DELIVERY,-617
SCR_027,CAMP_D,2024-01-08,5000,5199,1.0398,ON TRACK,199
SCR_036,CAMP_D,2024-01-08,4000,4607,1.15175,OVER-DELIVERY,607
SCR_031,CAMP_D,2024-01-08,5000,5064,1.0128,ON TRACK,64
SCR_004,CAMP_D,2024-01-08,3000,3099,1.033,ON TRACK,99
SCR_006,CAMP_D,2024-01-08,6000,6114,1.019,ON TRACK,114
SCR_018,CAMP_D,2024-01-08,4000,3948,0.987,ON TRACK,-52
SCR_025,CAMP_D,2024-01-08,5000,4568,0.9136,ON TRACK,-432
SCR_009,CAMP_D,2024-01-08,5000,4916,0.9832,ON TRACK,-84
SCR_046,CAMP_D,2024-01-08,4000,4061,1.01525,ON TRACK,61
SCR_013,CAMP_D,2024-01-08,6000,5596,0.9326666666666666,ON TRACK,-404
SCR_034,CAMP_D,2024-01-08,3000,3277,1.0923333333333334,OVER-DELIVERY,277
SCR_050,CAMP_D,2024-01-08,4000,2726,0.6815,UNDER-DELIVERY,-1274
SCR_002,CAMP_D,2024-01-08,5000,4680,0.936,ON TRACK,-320
SCR_040,CAMP_D,2024-01-08,4000,3732,0.933,ON TRACK,-268
SCR_023,CAMP_D,2024-01-08,5000,2780,0.556,UNDER-DELIVERY,-2220
SCR_035,CAMP_D,2024-01-08,4000,4080,1.02,ON TRACK,80
SCR_024,CAMP_E,2024-01-08,4000,4021,1.00525,ON TRACK,21
SCR_005,CAMP_E,2024-01-08,5000,5023,1.0046,ON TRACK,23
SCR_050,CAMP_E,2024-01-08,6000,6061,1.0101666666666667,ON TRACK,61
SCR_046,CAMP_E,2024-01-08,3000,2854,0.9513333333333334,ON TRACK,-146
SCR_043,CAMP_E,2024-01-08,4000,3694,0.9235,ON TRACK,-306
SCR_026,CAMP_E,2024-01-08,6000,6041,1.0068333333333332,ON TRACK,41
SCR_038,CAMP_E,2024-01-08,4000,3806,0.9515,ON TRACK,-194
SCR_007,CAMP_E,2024-01-08,3000,2991,0.997,ON TRACK,-9
SCR_022,CAMP_E,2024-01-08,5000,4722,0.9444,ON TRACK,-278
SCR_020,CAMP_E,2024-01-08,4000,3822,0.9555,ON TRACK,-178
SCR_021,CAMP_E,2024-01-08,3000,2748,0.916,ON TRACK,-252
SCR_009,CAMP_E,2024-01-08,6000,6215,1.0358333333333334,ON TRACK,215
SCR_011,CAMP_E,2024-01-08,6000,5755,0.9591666666666666,ON TRACK,-245
SCR_028,CAMP_E,2024-01-08,6000,6762,1.127,OVER-DELIVERY,762
SCR_032,CAMP_E,2024-01-08,4000,3678,0.9195,ON TRACK,-322
SCR_040,CAMP_E,2024-01-08,3000,2854,0.9513333333333334,ON TRACK,-146
SCR_012,CAMP_E,2024-01-08,3000,1693,0.5643333333333334,UNDER-DELIVERY,-1307
SCR_023,CAMP_E,2024-01-08,6000,5518,0.9196666666666666,ON TRACK,-482
SCR_015,CAMP_E,2024-01-08,3000,3114,1.038,ON TRACK,114
SCR_042,CAMP_E,2024-01-08,6000,5796,0.966,ON TRACK,-204
SCR_042,CAMP_A,2024-01-09,6000,5741,0.9568333333333333,ON TRACK,-259
SCR_011,CAMP_A,2024-01-09,6000,7052,1.1753333333333333,OVER-DELIVERY,1052
SCR_039,CAMP_A,2024-01-09,6000,5480,0.9133333333333333,ON TRACK,-520
SCR_028,CAMP_A,2024-01-09,4000,4148,1.037,ON TRACK,148
SCR_049,CAMP_A,2024-01-09,6000,5700,0.95,ON TRACK,-300
SCR_004,CAMP_A,2024-01-09,6000,6158,1.0263333333333333,ON TRACK,158
SCR_007,CAMP_A,2024-01-09,5000,5680,1.136,OVER-DELIVERY,680
SCR_022,CAMP_A,2024-01-09,4000,3838,0.9595,ON TRACK,-162
SCR_014,CAMP_A,2024-01-09,4000,3776,0.944,ON TRACK,-224
SCR_013,CAMP_A,2024-01-09,6000,6112,1.0186666666666666,ON TRACK,112
SCR_027,CAMP_A,2024-01-09,3000,3001,1.0003333333333333,ON TRACK,1
SCR_036,CAMP_A,2024-01-09,3000,3324,1.108,OVER-DELIVERY,324
SCR_035,CAMP_A,2024-01-09,6000,5919,0.9865,ON TRACK,-81
SCR_017,CAMP_A,2024-01-09,3000,3049,1.0163333333333333,ON TRACK,49
SCR_019,CAMP_A,2024-01-09,6000,5995,0.9991666666666666,ON TRACK,-5
SCR_020,CAMP_A,2024-01-09,6000,5643,0.9405,ON TRACK,-357
SCR_016,CAMP_A,2024-01-09,5000,4215,0.843,UNDER-DELIVERY,-785
SCR_044,CAMP_A,2024-01-09,3000,3081,1.027,ON TRACK,81
SCR_045,CAMP_A,2024-01-09,4000,4033,1.00825,ON TRACK,33
SCR_041,CAMP_A,2024-01-09,4000,3726,0.9315,ON TRACK,-274
SCR_014,CAMP_B,2024-01-09,5000,5146,1.0292,ON TRACK,146
SCR_013,CAMP_B,2024-01-09,3000,2972,0.9906666666666667,ON TRACK,-28
SCR_009,CAMP_B,2024-01-09,6000,6485,1.0808333333333333,OVER-DELIVERY,485
SCR_003,CAMP_B,2024-01-09,3000,2949,0.983,ON TRACK,-51
SCR_028,CAMP_B,2024-01-09,3000,3068,1.0226666666666666,ON TRACK,68
SCR_006,CAMP_B,2024-01-09,5000,4721,0.9442,ON TRACK,-279
SCR_044,CAMP_B,2024-01-09,6000,5828,0.9713333333333334,ON TRACK,-172
SCR_046,CAMP_B,2024-01-09,4000,3714,0.9285,ON TRACK,-286
SCR_049,CAMP_B,2024-01-09,6000,5028,0.838,UNDER-DELIVERY,-972
SCR_041,CAMP_B,2024-01-09,5000,4582,0.9164,ON TRACK,-418
SCR_010,CAMP_B,2024-01-09,6000,6159,1.0265,ON TRACK,159
SCR_039,CAMP_B,2024-01-09,3000,3039,1.013,ON TRACK,39
SCR_017,CAMP_B,2024-01-09,5000,4869,0.9738,ON TRACK,-131
SCR_021,CAMP_B,2024-01-09,3000,2818,0.9393333333333334,ON TRACK,-182
SCR_005,CAMP_B,2024-01-09,5000,4838,0.9676,ON TRACK,-162
SCR_045,CAMP_B,2024-01-09,5000,4820,0.964,ON TRACK,-180
SCR_025,CAMP_B,2024-01-09,3000,2812,0.9373333333333334,ON TRACK,-188
SCR_026,CAMP_B,2024-01-09,6000,6052,1.0086666666666666,ON TRACK,52
SCR_037,CAMP_B,2024-01-09,5000,4884,0.9768,ON TRACK,-116
SCR_043,CAMP_B,2024-01-09,4000,3078,0.7695,UNDER-DELIVERY,-922
SCR_026,CAMP_C,2024-01-09,3000,2824,0.9413333333333334,ON TRACK,-176
SCR_009,CAMP_C,2024-01-09,6000,5598,0.933,ON TRACK,-402
SCR_034,CAMP_C,2024-01-09,6000,5732,0.9553333333333334,ON TRACK,-268
SCR_037,CAMP_C,2024-01-09,4000,3774,0.9435,ON TRACK,-226
SCR_002,CAMP_C,2024-01-09,3000,2880,0.96,ON TRACK,-120
SCR_012,CAMP_C,2024-01-09,4000,4045,1.01125,ON TRACK,45
SCR_013,CAMP_C,2024-01-09,4000,3976,0.994,ON TRACK,-24
SCR_044,CAMP_C,2024-01-09,4000,3852,0.963,ON TRACK,-148
SCR_004,CAMP_C,2024-01-09,3000,3107,1.0356666666666667,ON TRACK,107
SCR_016,CAMP_C,2024-01-09,3000,2781,0.927,ON TRACK,-219
SCR_003,CAMP_C,2024-01-09,4000,3644,0.911,ON TRACK,-356
SCR_030,CAMP_C,2024-01-09,5000,5162,1.0324,ON TRACK,162
SCR_042,CAMP_C,2024-01-09,5000,4794,0.9588,ON TRACK,-206
SCR_024,CAMP_C,2024-01-09,5000,4691,0.9382,ON TRACK,-309
SCR_043,CAMP_C,2024-01-09,5000,5085,1.017,ON TRACK,85
SCR_018,CAMP_C,2024-01-09,6000,5465,0.9108333333333334,ON TRACK,-535
SCR_047,CAMP_C,2024-01-09,5000,4935,0.987,ON TRACK,-65
SCR_039,CAMP_C,2024-01-09,5000,4620,0.924,ON TRACK,-380
SCR_050,CAMP_C,2024-01-09,3000,2837,0.9456666666666667,ON TRACK,-163
SCR_021,CAMP_C,2024-01-09,5000,4719,0.9438,ON TRACK,-281
SCR_046,CAMP_D,2024-01-09,3000,3117,1.039,ON TRACK,117
SCR_042,CAMP_D,2024-01-09,4000,4010,1.0025,ON TRACK,10
SCR_020,CAMP_D,2024-01-09,6000,5984,0.9973333333333333,ON TRACK,-16
SCR_013,CAMP_D,2024-01-09,5000,5096,1.0192,ON TRACK,96
SCR_010,CAMP_D,2024-01-09,4000,3884,0.971,ON TRACK,-116
SCR_034,CAMP_D,2024-01-09,5000,4913,0.9826,ON TRACK,-87
SCR_016,CAMP_D,2024-01-09,4000,4107,1.02675,ON TRACK,107
SCR_004,CAMP_D,2024-01-09,3000,2817,0.939,ON TRACK,-183
SCR_039,CAMP_D,2024-01-09,5000,5126,1.0252,ON TRACK,126
SCR_026,CAMP_D,2024-01-09,5000,4741,0.9482,ON TRACK,-259
SCR_021,CAMP_D,2024-01-09,3000,3067,1.0223333333333333,ON TRACK,67
SCR_009,CAMP_D,2024-01-09,3000,2805,0.935,ON TRACK,-195
SCR_002,CAMP_D,2024-01-09,3000,2878,0.9593333333333334,ON TRACK,-122
SCR_032,CAMP_D,2024-01-09,5000,5116,1.0232,ON TRACK,116
SCR_019,CAMP_D,2024-01-09,4000,3744,0.936,ON TRACK,-256
SCR_017,CAMP_D,2024-01-09,6000,6156,1.026,ON TRACK,156
SCR_027,CAMP_D,2024-01-09,6000,6132,1.022,ON TRACK,132
SCR_041,CAMP_D,2024-01-09,4000,3893,0.97325,ON TRACK,-107
SCR_025,CAMP_D,2024-01-09,4000,3670,0.9175,ON TRACK,-330
SCR_024,CAMP_D,2024-01-09,6000,6053,1.0088333333333332,ON TRACK,53
SCR_011,CAMP_E,2024-01-09,5000,4895,0.979,ON TRACK,-105
SCR_037,CAMP_E,2024-01-09,3000,2974,0.9913333333333333,ON TRACK,-26
SCR_050,CAMP_E,2024-01-09,4000,4096,1.024,ON TRACK,96
SCR_032,CAMP_E,2024-01-09,5000,4799,0.9598,ON TRACK,-201
SCR_006,CAMP_E,2024-01-09,5000,5085,1.017,ON TRACK,85
SCR_009,CAMP_E,2024-01-09,5000,4846,0.9692,ON TRACK,-154
SCR_040,CAMP_E,2024-01-09,5000,4996,0.9992,ON TRACK,-4
SCR_028,CAMP_E,2024-01-09,4000,4108,1.027,ON TRACK,108
SCR_041,CAMP_E,2024-01-09,5000,4657,0.9314,ON TRACK,-343
SCR_043,CAMP_E,2024-01-09,6000,3511,0.5851666666666666,UNDER-DELIVERY,-2489
SCR_026,CAMP_E,2024-01-09,4000,3651,0.91275,ON TRACK,-349
SCR_042,CAMP_E,2024-01-09,4000,4009,1.00225,ON TRACK,9
SCR_031,CAMP_E,2024-01-09,3000,2979,0.993,ON TRACK,-21
SCR_025,CAMP_E,2024-01-09,3000,2748,0.916,ON TRACK,-252
SCR_001,CAMP_E,2024-01-09,3000,2737,0.9123333333333333,ON TRACK,-263
SCR_003,CAMP_E,2024-01-09,3000,2878,0.9593333333333334,ON TRACK,-122
SCR_013,CAMP_E,2024-01-09,5000,4649,0.9298,ON TRACK,-351
SCR_024,CAMP_E,2024-01-09,3000,2988,0.996,ON TRACK,-12
SCR_036,CAMP_E,2024-01-09,5000,5005,1.001,ON TRACK,5
SCR_029,CAMP_E,2024-01-09,6000,5541,0.9235,ON TRACK,-459
SCR_047,CAMP_A,2024-01-10,4000,3889,0.97225,ON TRACK,-111
SCR_040,CAMP_A,2024-01-10,4000,3020,0.755,UNDER-DELIVERY,-980
SCR_008,CAMP_A,2024-01-10,3000,2990,0.9966666666666667,ON TRACK,-10
SCR_019,CAMP_A,2024-01-10,4000,4045,1.01125,ON TRACK,45
SCR_048,CAMP_A,2024-01-10,3000,2769,0.923,ON TRACK,-231
SCR_007,CAMP_A,2024-01-10,5000,4846,0.9692,ON TRACK,-154
SCR_032,CAMP_A,2024-01-10,5000,4582,0.9164,ON TRACK,-418
SCR_013,CAMP_A,2024-01-10,4000,4083,1.02075,ON TRACK,83
SCR_039,CAMP_A,2024-01-10,5000,4753,0.9506,ON TRACK,-247
SCR_043,CAMP_A,2024-01-10,3000,3498,1.166,OVER-DELIVERY,498
SCR_017,CAMP_A,2024-01-10,3000,1657,0.5523333333333333,UNDER-DELIVERY,-1343
SCR_034,CAMP_A,2024-01-10,4000,4105,1.02625,ON TRACK,105
SCR_041,CAMP_A,2024-01-10,5000,4610,0.922,ON TRACK,-390
SCR_023,CAMP_A,2024-01-10,5000,4810,0.962,ON TRACK,-190
SCR_027,CAMP_A,2024-01-10,6000,5760,0.96,ON TRACK,-240
SCR_050,CAMP_A,2024-01-10,6000,5966,0.9943333333333333,ON TRACK,-34
SCR_011,CAMP_A,2024-01-10,4000,4629,1.15725,OVER-DELIVERY,629
SCR_003,CAMP_A,2024-01-10,3000,3059,1.0196666666666667,ON TRACK,59
SCR_044,CAMP_A,2024-01-10,3000,2960,0.9866666666666667,ON TRACK,-40
SCR_030,CAMP_A,2024-01-10,6000,5756,0.9593333333333334,ON TRACK,-244
SCR_023,CAMP_B,2024-01-10,4000,3985,0.99625,ON TRACK,-15
SCR_040,CAMP_B,2024-01-10,6000,6104,1.0173333333333334,ON TRACK,104
SCR_002,CAMP_B,2024-01-10,3000,2565,0.855,UNDER-DELIVERY,-435
SCR_044,CAMP_B,2024-01-10,6000,6138,1.023,ON TRACK,138
SCR_009,CAMP_B,2024-01-10,3000,2855,0.9516666666666667,ON TRACK,-145
SCR_031,CAMP_B,2024-01-10,5000,4582,0.9164,ON TRACK,-418
SCR_032,CAMP_B,2024-01-10,4000,3836,0.959,ON TRACK,-164
SCR_008,CAMP_B,2024-01-10,4000,2675,0.66875,UNDER-DELIVERY,-1325
SCR_027,CAMP_B,2024-01-10,6000,6778,1.1296666666666666,OVER-DELIVERY,778
SCR_029,CAMP_B,2024-01-10,5000,5648,1.1296,OVER-DELIVERY,648
SCR_003,CAMP_B,2024-01-10,3000,3353,1.1176666666666666,OVER-DELIVERY,353
SCR_005,CAMP_B,2024-01-10,3000,3038,1.0126666666666666,ON TRACK,38
SCR_017,CAMP_B,2024-01-10,5000,4915,0.983,ON TRACK,-85
SCR_021,CAMP_B,2024-01-10,6000,5743,0.9571666666666667,ON TRACK,-257
SCR_001,CAMP_B,2024-01-10,3000,3059,1.0196666666666667,ON TRACK,59
SCR_034,CAMP_B,2024-01-10,5000,4952,0.9904,ON TRACK,-48
SCR_015,CAMP_B,2024-01-10,6000,5743,0.9571666666666667,ON TRACK,-257
SCR_022,CAMP_B,2024-01-10,6000,6997,1.1661666666666666,OVER-DELIVERY,997
SCR_007,CAMP_B,2024-01-10,4000,2539,0.63475,UNDER-DELIVERY,-1461
SCR_014,CAMP_B,2024-01-10,5000,4793,0.9586,ON TRACK,-207
SCR_007,CAMP_C,2024-01-10,3000,2905,0.9683333333333334,ON TRACK,-95
SCR_003,CAMP_C,2024-01-10,4000,3642,0.9105,ON TRACK,-358
SCR_011,CAMP_C,2024-01-10,3000,2898,0.966,ON TRACK,-102
SCR_032,CAMP_C,2024-01-10,6000,6069,1.0115,ON TRACK,69
SCR_009,CAMP_C,2024-01-10,4000,3730,0.9325,ON TRACK,-270
SCR_027,CAMP_C,2024-01-10,4000,4608,1.152,OVER-DELIVERY,608
SCR_050,CAMP_C,2024-01-10,5000,4800,0.96,ON TRACK,-200
SCR_017,CAMP_C,2024-01-10,4000,4141,1.03525,ON TRACK,141
SCR_040,CAMP_C,2024-01-10,5000,4636,0.9272,ON TRACK,-364
SCR_013,CAMP_C,2024-01-10,6000,6151,1.0251666666666666,ON TRACK,151
SCR_041,CAMP_C,2024-01-10,5000,4906,0.9812,ON TRACK,-94
SCR_008,CAMP_C,2024-01-10,5000,5158,1.0316,ON TRACK,158
SCR_026,CAMP_C,2024-01-10,4000,3964,0.991,ON TRACK,-36
SCR_014,CAMP_C,2024-01-10,5000,5148,1.0296,ON TRACK,148
SCR_030,CAMP_C,2024-01-10,4000,3978,0.9945,ON TRACK,-22
SCR_042,CAMP_C,2024-01-10,4000,4001,1.00025,ON TRACK,1
SCR_022,CAMP_C,2024-01-10,5000,5044,1.0088,ON TRACK,44
SCR_044,CAMP_C,2024-01-10,6000,6195,1.0325,ON TRACK,195
SCR_045,CAMP_C,2024-01-10,6000,6157,1.0261666666666667,ON TRACK,157
SCR_002,CAMP_C,2024-01-10,5000,4824,0.9648,ON TRACK,-176
SCR_001,CAMP_D,2024-01-10,6000,7089,1.1815,OVER-DELIVERY,1089
SCR_034,CAMP_D,2024-01-10,4000,3931,0.98275,ON TRACK,-69
SCR_007,CAMP_D,2024-01-10,4000,4054,1.0135,ON TRACK,54
SCR_002,CAMP_D,2024-01-10,5000,4580,0.916,ON TRACK,-420
SCR_025,CAMP_D,2024-01-10,6000,6206,1.0343333333333333,ON TRACK,206
SCR_010,CAMP_D,2024-01-10,5000,4584,0.9168,ON TRACK,-416
SCR_004,CAMP_D,2024-01-10,5000,5114,1.0228,ON TRACK,114
SCR_043,CAMP_D,2024-01-10,6000,6170,1.0283333333333333,ON TRACK,170
SCR_044,CAMP_D,2024-01-10,5000,4905,0.981,ON TRACK,-95
SCR_013,CAMP_D,2024-01-10,4000,4141,1.03525,ON TRACK,141
SCR_018,CAMP_D,2024-01-10,5000,5189,1.0378,ON TRACK,189
SCR_011,CAMP_D,2024-01-10,3000,2797,0.9323333333333333,ON TRACK,-203
SCR_019,CAMP_D,2024-01-10,3000,2897,0.9656666666666667,ON TRACK,-103
SCR_017,CAMP_D,2024-01-10,5000,4929,0.9858,ON TRACK,-71
SCR_045,CAMP_D,2024-01-10,5000,3386,0.6772,UNDER-DELIVERY,-1614
SCR_042,CAMP_D,2024-01-10,4000,3411,0.85275,UNDER-DELIVERY,-589
SCR_038,CAMP_D,2024-01-10,3000,2973,0.991,ON TRACK,-27
SCR_014,CAMP_D,2024-01-10,5000,4922,0.9844,ON TRACK,-78
SCR_003,CAMP_D,2024-01-10,5000,3844,0.7688,UNDER-DELIVERY,-1156
SCR_012,CAMP_D,2024-01-10,4000,3910,0.9775,ON TRACK,-90
SCR_033,CAMP_E,2024-01-10,5000,5137,1.0274,ON TRACK,137
SCR_011,CAMP_E,2024-01-10,4000,3994,0.9985,ON TRACK,-6
SCR_027,CAMP_E,2024-01-10,5000,5067,1.0134,ON TRACK,67
SCR_035,CAMP_E,2024-01-10,3000,2940,0.98,ON TRACK,-60
SCR_047,CAMP_E,2024-01-10,5000,3482,0.6964,UNDER-DELIVERY,-1518
SCR_026,CAMP_E,2024-01-10,5000,4880,0.976,ON TRACK,-120
SCR_006,CAMP_E,2024-01-10,6000,5048,0.8413333333333334,UNDER-DELIVERY,-952
SCR_023,CAMP_E,2024-01-10,4000,3682,0.9205,ON TRACK,-318
SCR_015,CAMP_E,2024-01-10,3000,3102,1.034,ON TRACK,102
SCR_014,CAMP_E,2024-01-10,3000,2812,0.9373333333333334,ON TRACK,-188
SCR_022,CAMP_E,2024-01-10,4000,3860,0.965,ON TRACK,-140
SCR_040,CAMP_E,2024-01-10,3000,3053,1.0176666666666667,ON TRACK,53
SCR_024,CAMP_E,2024-01-10,6000,6193,1.0321666666666667,ON TRACK,193
SCR_019,CAMP_E,2024-01-10,4000,3089,0.77225,UNDER-DELIVERY,-911
SCR_041,CAMP_E,2024-01-10,3000,3202,1.0673333333333332,OVER-DELIVERY,202
SCR_034,CAMP_E,2024-01-10,5000,4923,0.9846,ON TRACK,-77
SCR_031,CAMP_E,2024-01-10,4000,3851,0.96275,ON TRACK,-149
SCR_001,CAMP_E,2024-01-10,6000,5797,0.9661666666666666,ON TRACK,-203
SCR_008,CAMP_E,2024-01-10,3000,2776,0.9253333333333333,ON TRACK,-224
SCR_039,CAMP_E,2024-01-10,3000,2971,0.9903333333333333,ON TRACK,-29
SCR_049,CAMP_A,2024-01-11,4000,3843,0.96075,ON TRACK,-157
SCR_048,CAMP_A,2024-01-11,5000,4643,0.9286,ON TRACK,-357
SCR_038,CAMP_A,2024-01-11,5000,4557,0.9114,ON TRACK,-443
SCR_003,CAMP_A,2024-01-11,4000,3642,0.9105,ON TRACK,-358
SCR_045,CAMP_A,2024-01-11,6000,6198,1.033,ON TRACK,198
SCR_005,CAMP_A,2024-01-11,5000,5031,1.0062,ON TRACK,31
SCR_023,CAMP_A,2024-01-11,5000,5138,1.0276,ON TRACK,138
SCR_033,CAMP_A,2024-01-11,4000,3754,0.9385,ON TRACK,-246
SCR_007,CAMP_A,2024-01-11,5000,4667,0.9334,ON TRACK,-333
SCR_019,CAMP_A,2024-01-11,3000,3093,1.031,ON TRACK,93
SCR_020,CAMP_A,2024-01-11,6000,5517,0.9195,ON TRACK,-483
SCR_039,CAMP_A,2024-01-11,3000,2806,0.9353333333333333,ON TRACK,-194
SCR_006,CAMP_A,2024-01-11,6000,5738,0.9563333333333334,ON TRACK,-262
SCR_041,CAMP_A,2024-01-11,4000,4586,1.1465,OVER-DELIVERY,586
SCR_029,CAMP_A,2024-01-11,4000,3874,0.9685,ON TRACK,-126
SCR_025,CAMP_A,2024-01-11,5000,4649,0.9298,ON TRACK,-351
SCR_026,CAMP_A,2024-01-11,5000,5173,1.0346,ON TRACK,173
SCR_002,CAMP_A,2024-01-11,4000,2374,0.5935,UNDER-DELIVERY,-1626
SCR_031,CAMP_A,2024-01-11,4000,3973,0.99325,ON TRACK,-27
SCR_050,CAMP_A,2024-01-11,5000,4637,0.9274,ON TRACK,-363
SCR_047,CAMP_B,2024-01-11,3000,3061,1.0203333333333333,ON TRACK,61
SCR_022,CAMP_B,2024-01-11,3000,2955,0.985,ON TRACK,-45
SCR_031,CAMP_B,2024-01-11,4000,3926,0.9815,ON TRACK,-74
SCR_030,CAMP_B,2024-01-11,6000,5575,0.9291666666666667,ON TRACK,-425
SCR_029,CAMP_B,2024-01-11,6000,6062,1.0103333333333333,ON TRACK,62
SCR_023,CAMP_B,2024-01-11,5000,4875,0.975,ON TRACK,-125
SCR_020,CAMP_B,2024-01-11,3000,2925,0.975,ON TRACK,-75
SCR_032,CAMP_B,2024-01-11,4000,4059,1.01475,ON TRACK,59
SCR_036,CAMP_B,2024-01-11,4000,3712,0.928,ON TRACK,-288
SCR_007,CAMP_B,2024-01-11,4000,4133,1.03325,ON TRACK,133
SCR_012,CAMP_B,2024-01-11,4000,3891,0.97275,ON TRACK,-109
SCR_039,CAMP_B,2024-01-11,5000,3946,0.7892,UNDER-DELIVERY,-1054
SCR_006,CAMP_B,2024-01-11,4000,2561,0.64025,UNDER-DELIVERY,-1439
SCR_018,CAMP_B,2024-01-11,3000,2931,0.977,ON TRACK,-69
SCR_009,CAMP_B,2024-01-11,5000,5146,1.0292,ON TRACK,146
SCR_035,CAMP_B,2024-01-11,3000,2239,0.7463333333333333,UNDER-DELIVERY,-761
SCR_013,CAMP_B,2024-01-11,3000,2933,0.9776666666666667,ON TRACK,-67
SCR_017,CAMP_B,2024-01-11,5000,4721,0.9442,ON TRACK,-279
SCR_005,CAMP_B,2024-01-11,4000,3836,0.959,ON TRACK,-164
SCR_024,CAMP_B,2024-01-11,3000,2876,0.9586666666666667,ON TRACK,-124
SCR_015,CAMP_C,2024-01-11,4000,4012,1.003,ON TRACK,12
SCR_034,CAMP_C,2024-01-11,3000,2891,0.9636666666666667,ON TRACK,-109
SCR_026,CAMP_C,2024-01-11,5000,4862,0.9724,ON TRACK,-138
SCR_023,CAMP_C,2024-01-11,6000,5920,0.9866666666666667,ON TRACK,-80
SCR_047,CAMP_C,2024-01-11,6000,3098,0.5163333333333333,UNDER-DELIVERY,-2902
SCR_032,CAMP_C,2024-01-11,4000,3906,0.9765,ON TRACK,-94
SCR_031,CAMP_C,2024-01-11,4000,2392,0.598,UNDER-DELIVERY,-1608
SCR_039,CAMP_C,2024-01-11,4000,3850,0.9625,ON TRACK,-150
SCR_001,CAMP_C,2024-01-11,3000,3013,1.0043333333333333,ON TRACK,13
SCR_033,CAMP_C,2024-01-11,5000,4690,0.938,ON TRACK,-310
SCR_009,CAMP_C,2024-01-11,6000,5593,0.9321666666666667,ON TRACK,-407
SCR_029,CAMP_C,2024-01-11,6000,6079,1.0131666666666668,ON TRACK,79
SCR_011,CAMP_C,2024-01-11,4000,3905,0.97625,ON TRACK,-95
SCR_050,CAMP_C,2024-01-11,4000,3818,0.9545,ON TRACK,-182
SCR_005,CAMP_C,2024-01-11,6000,5513,0.9188333333333333,ON TRACK,-487
SCR_041,CAMP_C,2024-01-11,6000,5544,0.924,ON TRACK,-456
SCR_018,CAMP_C,2024-01-11,4000,4112,1.028,ON TRACK,112
SCR_014,CAMP_C,2024-01-11,6000,5932,0.9886666666666667,ON TRACK,-68
SCR_010,CAMP_C,2024-01-11,4000,3959,0.98975,ON TRACK,-41
SCR_006,CAMP_C,2024-01-11,3000,2937,0.979,ON TRACK,-63
SCR_049,CAMP_D,2024-01-11,3000,2829,0.943,ON TRACK,-171
SCR_008,CAMP_D,2024-01-11,4000,3683,0.92075,ON TRACK,-317
SCR_006,CAMP_D,2024-01-11,6000,5464,0.9106666666666666,ON TRACK,-536
SCR_031,CAMP_D,2024-01-11,3000,2775,0.925,ON TRACK,-225
SCR_043,CAMP_D,2024-01-11,3000,2810,0.9366666666666666,ON TRACK,-190
SCR_009,CAMP_D,2024-01-11,5000,4619,0.9238,ON TRACK,-381
SCR_039,CAMP_D,2024-01-11,6000,5657,0.9428333333333333,ON TRACK,-343
SCR_035,CAMP_D,2024-01-11,6000,5937,0.9895,ON TRACK,-63
SCR_001,CAMP_D,2024-01-11,6000,5782,0.9636666666666667,ON TRACK,-218
SCR_028,CAMP_D,2024-01-11,6000,5896,0.9826666666666667,ON TRACK,-104
SCR_034,CAMP_D,2024-01-11,6000,5699,0.9498333333333333,ON TRACK,-301
SCR_027,CAMP_D,2024-01-11,5000,4808,0.9616,ON TRACK,-192
SCR_024,CAMP_D,2024-01-11,4000,3982,0.9955,ON TRACK,-18
SCR_003,CAMP_D,2024-01-11,4000,4003,1.00075,ON TRACK,3
SCR_040,CAMP_D,2024-01-11,4000,4524,1.131,OVER-DELIVERY,524
SCR_041,CAMP_D,2024-01-11,5000,4949,0.9898,ON TRACK,-51
SCR_015,CAMP_D,2024-01-11,3000,3106,1.0353333333333334,ON TRACK,106
SCR_047,CAMP_D,2024-01-11,3000,3051,1.017,ON TRACK,51
SCR_025,CAMP_D,2024-01-11,6000,5799,0.9665,ON TRACK,-201
SCR_012,CAMP_D,2024-01-11,3000,2874,0.958,ON TRACK,-126
SCR_039,CAMP_E,2024-01-11,4000,3990,0.9975,ON TRACK,-10
SCR_003,CAMP_E,2024-01-11,5000,4550,0.91,ON TRACK,-450
SCR_047,CAMP_E,2024-01-11,4000,4394,1.0985,OVER-DELIVERY,394
