screen_id,campaign_id,date,booked_impressions,delivered_impressions
SCR_013,CAMP_B,2024-01-06,6000,5898
SCR_008,CAMP_B,2024-01-06,6000,5564
SCR_003,CAMP_B,2024-01-06,4000,3811
SCR_026,CAMP_B,2024-01-06,3000,3060
SCR_006,CAMP_C,2024-01-06,3000,2804
SCR_035,CAMP_C,2024-01-06,3000,3024
SCR_047,CAMP_C,2024-01-06,4000,4005
SCR_013,CAMP_C,2024-01-06,6000,5890
SCR_004,CAMP_C,2024-01-06,5000,4896
SCR_018,CAMP_C,2024-01-06,5000,4783
SCR_025,CAMP_C,2024-01-06,6000,6086
SCR_039,CAMP_C,2024-01-06,6000,5709
SCR_043,CAMP_C,2024-01-06,4000,3855
SCR_003,CAMP_C,2024-01-06,4000,3648
SCR_005,CAMP_C,2024-01-06,6000,5613
SCR_048,CAMP_C,2024-01-06,4000,4073
SCR_038,CAMP_C,2024-01-06,6000,6195
SCR_036,CAMP_C,2024-01-06,5000,5084
SCR_014,CAMP_C,2024-01-06,6000,6031
SCR_031,CAMP_C,2024-01-06,5000,5018
SCR_037,CAMP_C,2024-01-06,6000,6153
SCR_022,CAMP_C,2024-01-06,3000,3057
SCR_020,CAMP_C,2024-01-06,3000,2990
SCR_049,CAMP_C,2024-01-06,3000,3058
SCR_015,CAMP_D,2024-01-06,5000,4736
SCR_005,CAMP_D,2024-01-06,6000,6169
SCR_046,CAMP_D,2024-01-06,3000,2934
SCR_010,CAMP_D,2024-01-06,4000,3913
SCR_001,CAMP_D,2024-01-06,5000,4807
SCR_014,CAMP_D,2024-01-06,5000,4848
SCR_033,CAMP_D,2024-01-06,4000,3757
SCR_030,CAMP_D,2024-01-06,3000,3064
SCR_024,CAMP_D,2024-01-06,3000,3339
SCR_004,CAMP_D,2024-01-06,6000,3021
SCR_040,CAMP_D,2024-01-06,4000,4713
SCR_031,CAMP_D,2024-01-06,5000,5107
SCR_032,CAMP_D,2024-01-06,3000,3088
SCR_002,CAMP_D,2024-01-06,4000,4091
SCR_048,CAMP_D,2024-01-06,6000,6180
SCR_035,CAMP_D,2024-01-06,5000,4916
SCR_027,CAMP_D,2024-01-06,3000,3061
SCR_036,CAMP_D,2024-01-06,3000,2958
SCR_037,CAMP_D,2024-01-06,6000,5693
SCR_017,CAMP_D,2024-01-06,4000,4081
SCR_044,CAMP_E,2024-01-06,6000,5737
SCR_035,CAMP_E,2024-01-06,6000,5990
SCR_022,CAMP_E,2024-01-06,6000,6879
SCR_025,CAMP_E,2024-01-06,4000,3682
SCR_009,CAMP_E,2024-01-06,4000,4047
SCR_045,CAMP_E,2024-01-06,4000,3804
SCR_006,CAMP_E,2024-01-06,3000,3576
SCR_033,CAMP_E,2024-01-06,6000,5670
SCR_023,CAMP_E,2024-01-06,4000,4481
SCR_004,CAMP_E,2024-01-06,6000,6435
SCR_007,CAMP_E,2024-01-06,3000,3035
SCR_028,CAMP_E,2024-01-06,6000,3943
SCR_015,CAMP_E,2024-01-06,3000,2948
SCR_005,CAMP_E,2024-01-06,4000,3728
SCR_048,CAMP_E,2024-01-06,6000,5669
SCR_026,CAMP_E,2024-01-06,5000,4591
SCR_021,CAMP_E,2024-01-06,6000,5693
SCR_002,CAMP_E,2024-01-06,3000,3098
SCR_018,CAMP_E,2024-01-06,6000,5612
SCR_049,CAMP_E,2024-01-06,3000,2732
SCR_026,CAMP_A,2024-01-07,6000,6069
SCR_022,CAMP_A,2024-01-07,5000,5080
SCR_040,CAMP_A,2024-01-07,6000,6187
SCR_025,CAMP_A,2024-01-07,4000,3923
SCR_049,CAMP_A,2024-01-07,3000,2910
SCR_029,CAMP_A,2024-01-07,4000,3791
SCR_046,CAMP_A,2024-01-07,3000,3040
SCR_028,CAMP_A,2024-01-07,6000,5568
SCR_042,CAMP_A,2024-01-07,5000,4978
SCR_039,CAMP_A,2024-01-07,6000,5517
SCR_009,CAMP_A,2024-01-07,6000,5876
SCR_020,CAMP_A,2024-01-07,6000,6076
SCR_021,CAMP_A,2024-01-07,5000,5077
SCR_013,CAMP_A,2024-01-07,3000,3284
SCR_031,CAMP_A,2024-01-07,5000,4948
SCR_038,CAMP_A,2024-01-07,6000,5718
SCR_012,CAMP_A,2024-01-07,6000,6442
SCR_050,CAMP_A,2024-01-07,4000,3909
SCR_035,CAMP_A,2024-01-07,4000,3843
SCR_010,CAMP_A,2024-01-07,4000,3652
SCR_007,CAMP_B,2024-01-07,5000,3850
SCR_019,CAMP_B,2024-01-07,3000,2982
SCR_027,CAMP_B,2024-01-07,4000,4025
SCR_006,CAMP_B,2024-01-07,4000,3812
SCR_008,CAMP_B,2024-01-07,6000,5640
SCR_010,CAMP_B,2024-01-07,6000,5605
SCR_023,CAMP_B,2024-01-07,6000,6035
SCR_020,CAMP_B,2024-01-07,4000,3863
SCR_022,CAMP_B,2024-01-07,3000,2810
SCR_030,CAMP_B,2024-01-07,3000,3041
SCR_014,CAMP_B,2024-01-07,4000,3742
SCR_034,CAMP_B,2024-01-07,3000,3066
SCR_031,CAMP_B,2024-01-07,5000,4947
SCR_044,CAMP_B,2024-01-07,3000,3059
SCR_038,CAMP_B,2024-01-07,4000,4007
SCR_050,CAMP_B,2024-01-07,5000,4933
SCR_029,CAMP_B,2024-01-07,4000,3764
SCR_039,CAMP_B,2024-01-07,3000,3000
SCR_021,CAMP_B,2024-01-07,6000,5567
SCR_003,CAMP_B,2024-01-07,6000,5839
SCR_035,CAMP_C,2024-01-07,6000,5843
SCR_045,CAMP_C,2024-01-07,6000,5524
SCR_042,CAMP_C,2024-01-07,3000,2816
SCR_012,CAMP_C,2024-01-07,3000,2939
SCR_036,CAMP_C,2024-01-07,4000,3934
SCR_011,CAMP_C,2024-01-07,6000,5548
SCR_032,CAMP_C,2024-01-07,3000,2941
SCR_019,CAMP_C,2024-01-07,5000,5041
SCR_009,CAMP_C,2024-01-07,6000,6232
SCR_047,CAMP_C,2024-01-07,3000,2984
SCR_021,CAMP_C,2024-01-07,4000,4159
SCR_029,CAMP_C,2024-01-07,6000,6132
SCR_004,CAMP_C,2024-01-07,3000,3117
SCR_023,CAMP_C,2024-01-07,4000,4023
SCR_001,CAMP_C,2024-01-07,5000,4946
SCR_044,CAMP_C,2024-01-07,6000,5568
SCR_048,CAMP_C,2024-01-07,4000,4058
SCR_013,CAMP_C,2024-01-07,5000,4937
SCR_025,CAMP_C,2024-01-07,4000,4006
SCR_031,CAMP_C,2024-01-07,5000,5169
SCR_033,CAMP_D,2024-01-07,6000,4811
SCR_044,CAMP_D,2024-01-07,3000,3022
SCR_007,CAMP_D,2024-01-07,5000,4867
SCR_009,CAMP_D,2024-01-07,3000,3060
SCR_027,CAMP_D,2024-01-07,3000,2908
SCR_004,CAMP_D,2024-01-07,5000,5067
SCR_018,CAMP_D,2024-01-07,6000,5795
SCR_042,CAMP_D,2024-01-07,4000,3807
SCR_047,CAMP_D,2024-01-07,5000,4925
SCR_043,CAMP_D,2024-01-07,6000,6157
SCR_016,CAMP_D,2024-01-07,3000,2213
SCR_010,CAMP_D,2024-01-07,6000,5119
SCR_021,CAMP_D,2024-01-07,4000,3640
SCR_040,CAMP_D,2024-01-07,6000,5997
SCR_026,CAMP_D,2024-01-07,4000,3796
SCR_032,CAMP_D,2024-01-07,5000,5552
SCR_039,CAMP_D,2024-01-07,3000,3082
SCR_049,CAMP_D,2024-01-07,4000,2950
SCR_046,CAMP_D,2024-01-07,4000,3687
SCR_013,CAMP_D,2024-01-07,3000,2043
SCR_009,CAMP_E,2024-01-07,5000,4639
SCR_038,CAMP_E,2024-01-07,4000,3992
SCR_015,CAMP_E,2024-01-07,3000,2733
SCR_034,CAMP_E,2024-01-07,4000,4015
SCR_044,CAMP_E,2024-01-07,4000,3960
SCR_029,CAMP_E,2024-01-07,6000,5527
SCR_001,CAMP_E,2024-01-07,3000,2778
SCR_046,CAMP_E,2024-01-07,6000,5794
SCR_022,CAMP_E,2024-01-07,4000,3975
SCR_008,CAMP_E,2024-01-07,4000,3952
SCR_028,CAMP_E,2024-01-07,5000,4998
SCR_050,CAMP_E,2024-01-07,5000,4944
SCR_031,CAMP_E,2024-01-07,4000,3793
SCR_005,CAMP_E,2024-01-07,3000,3039
SCR_048,CAMP_E,2024-01-07,4000,3698
SCR_025,CAMP_E,2024-01-07,6000,5515
SCR_006,CAMP_E,2024-01-07,3000,3094
SCR_007,CAMP_E,2024-01-07,4000,4076
SCR_033,CAMP_E,2024-01-07,6000,5992
SCR_011,CAMP_E,2024-01-07,6000,6060
SCR_002,CAMP_A,2024-01-08,3000,2809
SCR_038,CAMP_A,2024-01-08,4000,3843
SCR_005,CAMP_A,2024-01-08,3000,2900
SCR_001,CAMP_A,2024-01-08,4000,2131
SCR_017,CAMP_A,2024-01-08,6000,6874
SCR_014,CAMP_A,2024-01-08,3000,3019
SCR_003,CAMP_A,2024-01-08,4000,4636
SCR_004,CAMP_A,2024-01-08,3000,3101
SCR_026,CAMP_A,2024-01-08,5000,4632
SCR_033,CAMP_A,2024-01-08,5000,4626
SCR_019,CAMP_A,2024-01-08,3000,2897
SCR_041,CAMP_A,2024-01-08,3000,3110
SCR_027,CAMP_A,2024-01-08,3000,2929
SCR_028,CAMP_A,2024-01-08,3000,2951
SCR_042,CAMP_A,2024-01-08,5000,5052
SCR_006,CAMP_A,2024-01-08,3000,2928
SCR_010,CAMP_A,2024-01-08,3000,2734
SCR_018,CAMP_A,2024-01-08,3000,2879
SCR_035,CAMP_A,2024-01-08,4000,4139
SCR_034,CAMP_A,2024-01-08,3000,3086
SCR_048,CAMP_B,2024-01-08,6000,6063
SCR_042,CAMP_B,2024-01-08,5000,4909
SCR_027,CAMP_B,2024-01-08,3000,2843
SCR_015,CAMP_B,2024-01-08,5000,4707
SCR_021,CAMP_B,2024-01-08,5000,4870
SCR_016,CAMP_B,2024-01-08,4000,3924
SCR_050,CAMP_B,2024-01-08,4000,4124
SCR_046,CAMP_B,2024-01-08,3000,2865
SCR_018,CAMP_B,2024-01-08,3000,2730
SCR_005,CAMP_B,2024-01-08,6000,6027
SCR_037,CAMP_B,2024-01-08,3000,3113
SCR_024,CAMP_B,2024-01-08,6000,5506
SCR_008,CAMP_B,2024-01-08,4000,3688
SCR_033,CAMP_B,2024-01-08,4000,3910
SCR_004,CAMP_B,2024-01-08,5000,5036
SCR_012,CAMP_B,2024-01-08,3000,2978
SCR_047,CAMP_B,2024-01-08,6000,4294
SCR_003,CAMP_B,2024-01-08,6000,5561
SCR_026,CAMP_B,2024-01-08,5000,4754
SCR_040,CAMP_B,2024-01-08,6000,6033
SCR_021,CAMP_C,2024-01-08,5000,5104
SCR_029,CAMP_C,2024-01-08,3000,2997
SCR_018,CAMP_C,2024-01-08,3000,3064
SCR_015,CAMP_C,2024-01-08,4000,4379
SCR_005,CAMP_C,2024-01-08,5000,4581
SCR_013,CAMP_C,2024-01-08,5000,5193
SCR_009,CAMP_C,2024-01-08,3000,3063
SCR_038,CAMP_C,2024-01-08,4000,4297
SCR_007,CAMP_C,2024-01-08,4000,3672
SCR_010,CAMP_C,2024-01-08,4000,4068
SCR_042,CAMP_C,2024-01-08,5000,5159
SCR_011,CAMP_C,2024-01-08,3000,2830
SCR_049,CAMP_C,2024-01-08,3000,1573
SCR_030,CAMP_C,2024-01-08,6000,5531
SCR_050,CAMP_C,2024-01-08,5000,5162
SCR_027,CAMP_C,2024-01-08,3000,2953
SCR_008,CAMP_C,2024-01-08,6000,5758
SCR_023,CAMP_C,2024-01-08,6000,5627
SCR_014,CAMP_C,2024-01-08,4000,3871
SCR_047,CAMP_C,2024-01-08,4000,2941
SCR_016,CAMP_D,2024-01-08,6000,5901
SCR_042,CAMP_D,2024-01-08,5000,4666
SCR_019,CAMP_D,2024-01-08,5000,4569
SCR_032,CAMP_D,2024-01-08,5000,4383
SCR_027,CAMP_D,2024-01-08,5000,5199
SCR_036,CAMP_D,2024-01-08,4000,4607
SCR_031,CAMP_D,2024-01-08,5000,5064
SCR_004,CAMP_D,2024-01-08,3000,3099
SCR_006,CAMP_D,2024-01-08,6000,6114
SCR_018,CAMP_D,2024-01-08,4000,3948
SCR_025,CAMP_D,2024-01-08,5000,4568
SCR_009,CAMP_D,2024-01-08,5000,4916
SCR_046,CAMP_D,2024-01-08,4000,4061
SCR_013,CAMP_D,2024-01-08,6000,5596
SCR_034,CAMP_D,2024-01-08,3000,3277
SCR_050,CAMP_D,2024-01-08,4000,2726
SCR_002,CAMP_D,2024-01-08,5000,4680
SCR_040,CAMP_D,2024-01-08,4000,3732
SCR_023,CAMP_D,2024-01-08,5000,2780
SCR_035,CAMP_D,2024-01-08,4000,4080
SCR_024,CAMP_E,2024-01-08,4000,4021
SCR_005,CAMP_E,2024-01-08,5000,5023
SCR_050,CAMP_E,2024-01-08,6000,6061
SCR_046,CAMP_E,2024-01-08,3000,2854
SCR_043,CAMP_E,2024-01-08,4000,3694
SCR_026,CAMP_E,2024-01-08,6000,6041
SCR_038,CAMP_E,2024-01-08,4000,3806
SCR_007,CAMP_E,2024-01-08,3000,2991
SCR_022,CAMP_E,2024-01-08,5000,4722
SCR_020,CAMP_E,2024-01-08,4000,3822
SCR_021,CAMP_E,2024-01-08,3000,2748
SCR_009,CAMP_E,2024-01-08,6000,6215
SCR_011,CAMP_E,2024-01-08,6000,5755
SCR_028,CAMP_E,2024-01-08,6000,6762
SCR_032,CAMP_E,2024-01-08,4000,3678
SCR_040,CAMP_E,2024-01-08,3000,2854
SCR_012,CAMP_E,2024-01-08,3000,1693
SCR_023,CAMP_E,2024-01-08,6000,5518
SCR_015,CAMP_E,2024-01-08,3000,3114
SCR_042,CAMP_E,2024-01-08,6000,5796
SCR_042,CAMP_A,2024-01-09,6000,5741
SCR_011,CAMP_A,2024-01-09,6000,7052
SCR_039,CAMP_A,2024-01-09,6000,5480
SCR_028,CAMP_A,2024-01-09,4000,4148
SCR_049,CAMP_A,2024-01-09,6000,5700
SCR_004,CAMP_A,2024-01-09,6000,6158
SCR_007,CAMP_A,2024-01-09,5000,5680
SCR_022,CAMP_A,2024-01-09,4000,3838
SCR_014,CAMP_A,2024-01-09,4000,3776
SCR_013,CAMP_A,2024-01-09,6000,6112
SCR_027,CAMP_A,2024-01-09,3000,3001
SCR_036,CAMP_A,2024-01-09,3000,3324
SCR_035,CAMP_A,2024-01-09,6000,5919
SCR_017,CAMP_A,2024-01-09,3000,3049
SCR_019,CAMP_A,2024-01-09,6000,5995
SCR_020,CAMP_A,2024-01-09,6000,5643
SCR_016,CAMP_A,2024-01-09,5000,4215
SCR_044,CAMP_A,2024-01-09,3000,3081
SCR_045,CAMP_A,2024-01-09,4000,4033
SCR_041,CAMP_A,2024-01-09,4000,3726
SCR_014,CAMP_B,2024-01-09,5000,5146
SCR_013,CAMP_B,2024-01-09,3000,2972
SCR_009,CAMP_B,2024-01-09,6000,6485
SCR_003,CAMP_B,2024-01-09,3000,2949
SCR_028,CAMP_B,2024-01-09,3000,3068
SCR_006,CAMP_B,2024-01-09,5000,4721
SCR_044,CAMP_B,2024-01-09,6000,5828
SCR_046,CAMP_B,2024-01-09,4000,3714
SCR_049,CAMP_B,2024-01-09,6000,5028
SCR_041,CAMP_B,2024-01-09,5000,4582
SCR_010,CAMP_B,2024-01-09,6000,6159
SCR_039,CAMP_B,2024-01-09,3000,3039
SCR_017,CAMP_B,2024-01-09,5000,4869
SCR_021,CAMP_B,2024-01-09,3000,2818
SCR_005,CAMP_B,2024-01-09,5000,4838
SCR_045,CAMP_B,2024-01-09,5000,4820
SCR_025,CAMP_B,2024-01-09,3000,2812
SCR_026,CAMP_B,2024-01-09,6000,6052
SCR_037,CAMP_B,2024-01-09,5000,4884
SCR_043,CAMP_B,2024-01-09,4000,3078
SCR_026,CAMP_C,2024-01-09,3000,2824
SCR_009,CAMP_C,2024-01-09,6000,5598
SCR_034,CAMP_C,2024-01-09,6000,5732
SCR_037,CAMP_C,2024-01-09,4000,3774
SCR_002,CAMP_C,2024-01-09,3000,2880
SCR_012,CAMP_C,2024-01-09,4000,4045
SCR_013,CAMP_C,2024-01-09,4000,3976
SCR_044,CAMP_C,2024-01-09,4000,3852
SCR_004,CAMP_C,2024-01-09,3000,3107
SCR_016,CAMP_C,2024-01-09,3000,2781
SCR_003,CAMP_C,2024-01-09,4000,3644
SCR_030,CAMP_C,2024-01-09,5000,5162
SCR_042,CAMP_C,2024-01-09,5000,4794
SCR_024,CAMP_C,2024-01-09,5000,4691
SCR_043,CAMP_C,2024-01-09,5000,5085
SCR_018,CAMP_C,2024-01-09,6000,5465
SCR_047,CAMP_C,2024-01-09,5000,4935
SCR_039,CAMP_C,2024-01-09,5000,4620
SCR_050,CAMP_C,2024-01-09,3000,2837
SCR_021,CAMP_C,2024-01-09,5000,4719
SCR_046,CAMP_D,2024-01-09,3000,3117
SCR_042,CAMP_D,2024-01-09,4000,4010
SCR_020,CAMP_D,2024-01-09,6000,5984
SCR_013,CAMP_D,2024-01-09,5000,5096
SCR_010,CAMP_D,2024-01-09,4000,3884
SCR_034,CAMP_D,2024-01-09,5000,4913
SCR_016,CAMP_D,2024-01-09,4000,4107
SCR_004,CAMP_D,2024-01-09,3000,2817
SCR_039,CAMP_D,2024-01-09,5000,5126
SCR_026,CAMP_D,2024-01-09,5000,4741
SCR_021,CAMP_D,2024-01-09,3000,3067
SCR_009,CAMP_D,2024-01-09,3000,2805
SCR_002,CAMP_D,2024-01-09,3000,2878
SCR_032,CAMP_D,2024-01-09,5000,5116
SCR_019,CAMP_D,2024-01-09,4000,3744
SCR_017,CAMP_D,2024-01-09,6000,6156
SCR_027,CAMP_D,2024-01-09,6000,6132
SCR_041,CAMP_D,2024-01-09,4000,3893
SCR_025,CAMP_D,2024-01-09,4000,3670
SCR_024,CAMP_D,2024-01-09,6000,6053
SCR_011,CAMP_E,2024-01-09,5000,4895
SCR_037,CAMP_E,2024-01-09,3000,2974
SCR_050,CAMP_E,2024-01-09,4000,4096
SCR_032,CAMP_E,2024-01-09,5000,4799
SCR_006,CAMP_E,2024-01-09,5000,5085
SCR_009,CAMP_E,2024-01-09,5000,4846
SCR_040,CAMP_E,2024-01-09,5000,4996
SCR_028,CAMP_E,2024-01-09,4000,4108
SCR_041,CAMP_E,2024-01-09,5000,4657
SCR_043,CAMP_E,2024-01-09,6000,3511
SCR_026,CAMP_E,2024-01-09,4000,3651
SCR_042,CAMP_E,2024-01-09,4000,4009
SCR_031,CAMP_E,2024-01-09,3000,2979
SCR_025,CAMP_E,2024-01-09,3000,2748
SCR_001,CAMP_E,2024-01-09,3000,2737
SCR_003,CAMP_E,2024-01-09,3000,2878
SCR_013,CAMP_E,2024-01-09,5000,4649
SCR_024,CAMP_E,2024-01-09,3000,2988
SCR_036,CAMP_E,2024-01-09,5000,5005
SCR_029,CAMP_E,2024-01-09,6000,5541
SCR_047,CAMP_A,2024-01-10,4000,3889
SCR_040,CAMP_A,2024-01-10,4000,3020
SCR_008,CAMP_A,2024-01-10,3000,2990
SCR_019,CAMP_A,2024-01-10,4000,4045
SCR_048,CAMP_A,2024-01-10,3000,2769
SCR_007,CAMP_A,2024-01-10,5000,4846
SCR_032,CAMP_A,2024-01-10,5000,4582
SCR_013,CAMP_A,2024-01-10,4000,4083
SCR_039,CAMP_A,2024-01-10,5000,4753
SCR_043,CAMP_A,2024-01-10,3000,3498
SCR_017,CAMP_A,2024-01-10,3000,1657
SCR_034,CAMP_A,2024-01-10,4000,4105
SCR_041,CAMP_A,2024-01-10,5000,4610
SCR_023,CAMP_A,2024-01-10,5000,4810
SCR_027,CAMP_A,2024-01-10,6000,5760
SCR_050,CAMP_A,2024-01-10,6000,5966
SCR_011,CAMP_A,2024-01-10,4000,4629
SCR_003,CAMP_A,2024-01-10,3000,3059
SCR_044,CAMP_A,2024-01-10,3000,2960
SCR_030,CAMP_A,2024-01-10,6000,5756
SCR_023,CAMP_B,2024-01-10,4000,3985
SCR_040,CAMP_B,2024-01-10,6000,6104
SCR_002,CAMP_B,2024-01-10,3000,2565
SCR_044,CAMP_B,2024-01-10,6000,6138
SCR_009,CAMP_B,2024-01-10,3000,2855
SCR_031,CAMP_B,2024-01-10,5000,4582
SCR_032,CAMP_B,2024-01-10,4000,3836
SCR_008,CAMP_B,2024-01-10,4000,2675
SCR_027,CAMP_B,2024-01-10,6000,6778
SCR_029,CAMP_B,2024-01-10,5000,5648
SCR_003,CAMP_B,2024-01-10,3000,3353
SCR_005,CAMP_B,2024-01-10,3000,3038
SCR_017,CAMP_B,2024-01-10,5000,4915
SCR_021,CAMP_B,2024-01-10,6000,5743
SCR_001,CAMP_B,2024-01-10,3000,3059
SCR_034,CAMP_B,2024-01-10,5000,4952
SCR_015,CAMP_B,2024-01-10,6000,5743
SCR_022,CAMP_B,2024-01-10,6000,6997
SCR_007,CAMP_B,2024-01-10,4000,2539
SCR_014,CAMP_B,2024-01-10,5000,4793
SCR_007,CAMP_C,2024-01-10,3000,2905
SCR_003,CAMP_C,2024-01-10,4000,3642
SCR_011,CAMP_C,2024-01-10,3000,2898
SCR_032,CAMP_C,2024-01-10,6000,6069
SCR_009,CAMP_C,2024-01-10,4000,3730
SCR_027,CAMP_C,2024-01-10,4000,4608
SCR_050,CAMP_C,2024-01-10,5000,4800
SCR_017,CAMP_C,2024-01-10,4000,4141
SCR_040,CAMP_C,2024-01-10,5000,4636
SCR_013,CAMP_C,2024-01-10,6000,6151
SCR_041,CAMP_C,2024-01-10,5000,4906
SCR_008,CAMP_C,2024-01-10,5000,5158
SCR_026,CAMP_C,2024-01-10,4000,3964
SCR_014,CAMP_C,2024-01-10,5000,5148
SCR_030,CAMP_C,2024-01-10,4000,3978
SCR_042,CAMP_C,2024-01-10,4000,4001
SCR_022,CAMP_C,2024-01-10,5000,5044
SCR_044,CAMP_C,2024-01-10,6000,6195
SCR_045,CAMP_C,2024-01-10,6000,6157
SCR_002,CAMP_C,2024-01-10,5000,4824
SCR_001,CAMP_D,2024-01-10,6000,7089
SCR_034,CAMP_D,2024-01-10,4000,3931
SCR_007,CAMP_D,2024-01-10,4000,4054
SCR_002,CAMP_D,2024-01-10,5000,4580
SCR_025,CAMP_D,2024-01-10,6000,6206
SCR_010,CAMP_D,2024-01-10,5000,4584
SCR_004,CAMP_D,2024-01-10,5000,5114
SCR_043,CAMP_D,2024-01-10,6000,6170
SCR_044,CAMP_D,2024-01-10,5000,4905
SCR_013,CAMP_D,2024-01-10,4000,4141
SCR_018,CAMP_D,2024-01-10,5000,5189
SCR_011,CAMP_D,2024-01-10,3000,2797
SCR_019,CAMP_D,2024-01-10,3000,2897
SCR_017,CAMP_D,2024-01-10,5000,4929
SCR_045,CAMP_D,2024-01-10,5000,3386
SCR_042,CAMP_D,2024-01-10,4000,3411
SCR_038,CAMP_D,2024-01-10,3000,2973
SCR_014,CAMP_D,2024-01-10,5000,4922
SCR_003,CAMP_D,2024-01-10,5000,3844
SCR_012,CAMP_D,2024-01-10,4000,3910
SCR_033,CAMP_E,2024-01-10,5000,5137
SCR_011,CAMP_E,2024-01-10,4000,3994
SCR_027,CAMP_E,2024-01-10,5000,5067
SCR_035,CAMP_E,2024-01-10,3000,2940
SCR_047,CAMP_E,2024-01-10,5000,3482
SCR_026,CAMP_E,2024-01-10,5000,4880
SCR_006,CAMP_E,2024-01-10,6000,5048
SCR_023,CAMP_E,2024-01-10,4000,3682
SCR_015,CAMP_E,2024-01-10,3000,3102
SCR_014,CAMP_E,2024-01-10,3000,2812
SCR_022,CAMP_E,2024-01-10,4000,3860
SCR_040,CAMP_E,2024-01-10,3000,3053
SCR_024,CAMP_E,2024-01-10,6000,6193
SCR_019,CAMP_E,2024-01-10,4000,3089
SCR_041,CAMP_E,2024-01-10,3000,3202
SCR_034,CAMP_E,2024-01-10,5000,4923
SCR_031,CAMP_E,2024-01-10,4000,3851
SCR_001,CAMP_E,2024-01-10,6000,5797
SCR_008,CAMP_E,2024-01-10,3000,2776
SCR_039,CAMP_E,2024-01-10,3000,2971
SCR_049,CAMP_A,2024-01-11,4000,3843
SCR_048,CAMP_A,2024-01-11,5000,4643
SCR_038,CAMP_A,2024-01-11,5000,4557
SCR_003,CAMP_A,2024-01-11,4000,3642
SCR_045,CAMP_A,2024-01-11,6000,6198
SCR_005,CAMP_A,2024-01-11,5000,5031
SCR_023,CAMP_A,2024-01-11,5000,5138
SCR_033,CAMP_A,2024-01-11,4000,3754
SCR_007,CAMP_A,2024-01-11,5000,4667
SCR_019,CAMP_A,2024-01-11,3000,3093
SCR_020,CAMP_A,2024-01-11,6000,5517
SCR_039,CAMP_A,2024-01-11,3000,2806
SCR_006,CAMP_A,2024-01-11,6000,5738
SCR_041,CAMP_A,2024-01-11,4000,4586
SCR_029,CAMP_A,2024-01-11,4000,3874
SCR_025,CAMP_A,2024-01-11,5000,4649
SCR_026,CAMP_A,2024-01-11,5000,5173
SCR_002,CAMP_A,2024-01-11,4000,2374
SCR_031,CAMP_A,2024-01-11,4000,3973
SCR_050,CAMP_A,2024-01-11,5000,4637
SCR_047,CAMP_B,2024-01-11,3000,3061
SCR_022,CAMP_B,2024-01-11,3000,2955
SCR_031,CAMP_B,2024-01-11,4000,3926
SCR_030,CAMP_B,2024-01-11,6000,5575
SCR_029,CAMP_B,2024-01-11,6000,6062
SCR_023,CAMP_B,2024-01-11,5000,4875
SCR_020,CAMP_B,2024-01-11,3000,2925
SCR_032,CAMP_B,2024-01-11,4000,4059
SCR_036,CAMP_B,2024-01-11,4000,3712
SCR_007,CAMP_B,2024-01-11,4000,4133
SCR_012,CAMP_B,2024-01-11,4000,3891
SCR_039,CAMP_B,2024-01-11,5000,3946
SCR_006,CAMP_B,2024-01-11,4000,2561
SCR_018,CAMP_B,2024-01-11,3000,2931
SCR_009,CAMP_B,2024-01-11,5000,5146
SCR_035,CAMP_B,2024-01-11,3000,2239
SCR_013,CAMP_B,2024-01-11,3000,2933
SCR_017,CAMP_B,2024-01-11,5000,4721
SCR_005,CAMP_B,2024-01-11,4000,3836
SCR_024,CAMP_B,2024-01-11,3000,2876
SCR_015,CAMP_C,2024-01-11,4000,4012
SCR_034,CAMP_C,2024-01-11,3000,2891
SCR_026,CAMP_C,2024-01-11,5000,4862
SCR_023,CAMP_C,2024-01-11,6000,5920
SCR_047,CAMP_C,2024-01-11,6000,3098
SCR_032,CAMP_C,2024-01-11,4000,3906
SCR_031,CAMP_C,2024-01-11,4000,2392
SCR_039,CAMP_C,2024-01-11,4000,3850
SCR_001,CAMP_C,2024-01-11,3000,3013
SCR_033,CAMP_C,2024-01-11,5000,4690
SCR_009,CAMP_C,2024-01-11,6000,5593
SCR_029,CAMP_C,2024-01-11,6000,6079
SCR_011,CAMP_C,2024-01-11,4000,3905
SCR_050,CAMP_C,2024-01-11,4000,3818
SCR_005,CAMP_C,2024-01-11,6000,5513
SCR_041,CAMP_C,2024-01-11,6000,5544
SCR_018,CAMP_C,2024-01-11,4000,4112
SCR_014,CAMP_C,2024-01-11,6000,5932
SCR_010,CAMP_C,2024-01-11,4000,3959
SCR_006,CAMP_C,2024-01-11,3000,2937
SCR_049,CAMP_D,2024-01-11,3000,2829
SCR_008,CAMP_D,2024-01-11,4000,3683
SCR_006,CAMP_D,2024-01-11,6000,5464
SCR_031,CAMP_D,2024-01-11,3000,2775
SCR_043,CAMP_D,2024-01-11,3000,2810
SCR_009,CAMP_D,2024-01-11,5000,4619
SCR_039,CAMP_D,2024-01-11,6000,5657
SCR_035,CAMP_D,2024-01-11,6000,5937
SCR_001,CAMP_D,2024-01-11,6000,5782
SCR_028,CAMP_D,2024-01-11,6000,5896
SCR_034,CAMP_D,2024-01-11,6000,5699
SCR_027,CAMP_D,2024-01-11,5000,4808
SCR_024,CAMP_D,2024-01-11,4000,3982
